CSD,1_Cumulative_WFS_PM25,2_WFS_Fraction,3_Average_WFS_PM25,4_Any_WFS,5_WFS_PM25_exceeds_5,6_Total_PM25_exceeds_25,7_WFS_Episodes,8_Severe_Episodes,9_Longest_Episode,10_Worst_Episode,11_WFS_from_Severe_Episodes,12_Average_Recovery,Cumulative_Total_PM25,Average_Total_PM25,Cumulative_NonWFS_PM25,Average_NonWFS_PM25,Counterfactual_Value
5939019,6.88,15.9,18.21,54,46,17,9,3,11,31.66,63.2,66.4,36.4,8.49,43.28,7.14,7.12
5939023,6.72,15.54,17.77,54,47,17,9,3,11,29.71,62.5,66.3,36.51,8.46,43.23,7.15,7.13
5939032,9.15,19.91,24.21,54,52,19,10,6,12,63.46,87.5,60.91,36.8,8.99,45.96,7.2,7.13
5939037,9.37,19.56,22.69,59,55,23,8,4,12,46.2,82.2,74.11,38.54,9.38,47.91,7.54,7.42
5939039,9.23,20.16,24.88,53,53,20,10,6,12,67.64,87.8,60.91,36.57,8.96,45.8,7.16,7.07
5939043,7.73,17.18,19.38,57,53,19,10,5,11,39.73,83.2,60.09,37.28,8.81,45.01,7.29,7.16
5939044,8.98,18.99,21.39,60,54,22,9,4,12,43.45,81.2,66.3,38.31,9.25,47.29,7.5,7.38
5939045,7.72,17.13,19.35,57,51,18,9,5,11,41.57,83.7,66.7,37.35,8.82,45.07,7.31,7.19
5939801,9.48,19.68,24.64,55,51,23,8,4,10,46.67,84.3,74.56,38.71,9.43,48.2,7.58,7.42
5939802,9.55,19.83,23.94,57,52,23,8,4,10,51.72,83.4,74.89,38.62,9.43,48.17,7.56,7.41
5939803,9.49,19.72,23.77,57,54,23,8,4,12,47.15,82.5,74.67,38.61,9.41,48.09,7.56,7.43
5939804,9.1,19.97,25.28,52,51,20,10,6,12,42.17,89,61,36.46,8.95,45.56,7.15,7.05
5939805,9.42,19.55,24.92,54,52,23,9,4,10,51.43,84.1,67.1,38.76,9.43,48.18,7.58,7.44
5939806,9.2,20.15,26.06,51,51,20,10,6,12,68.06,88.9,61.09,36.46,8.97,45.66,7.15,7.05
5939807,9.47,19.7,23.33,58,56,24,8,4,12,45.01,82.5,74.11,38.6,9.41,48.08,7.55,7.42
5939808,9.27,20.26,23.64,56,56,19,11,6,12,41.51,87.2,55.58,36.48,8.95,45.75,7.14,7.07
5939811,9.25,20.23,23.6,56,56,19,11,6,12,41.51,87.1,55.58,36.47,8.95,45.72,7.14,7.07
5941005,8.43,20.11,19.12,63,46,24,9,5,19,39.91,88.4,66.2,33.5,8.21,41.94,6.56,6.58
5941009,10.16,23.46,25.92,56,50,19,8,4,17,65.27,81.1,74.11,33.15,8.48,43.31,6.49,6.45
5941010,10.06,23.3,25.66,56,49,18,8,4,17,61.97,81.6,74.33,33.1,8.45,43.16,6.48,6.49
5941012,10.23,23.52,26.1,56,51,20,8,4,17,66.05,80.2,74.11,33.26,8.51,43.49,6.51,6.48
5941013,9.08,20.55,18.01,72,61,19,12,5,19,33.3,84.7,49.46,35.1,8.65,44.18,6.87,6.91
5941014,9.34,21.84,23,58,49,22,8,4,18,60.96,79.5,74.22,33.43,8.37,42.76,6.54,6.57
5941015,8.63,20.45,20.21,61,49,25,8,5,19,41.66,89.5,74,33.56,8.26,42.19,6.57,6.62
5941016,8.26,19.65,19.66,60,52,23,9,5,19,36.87,90.1,66.3,33.77,8.22,42.03,6.61,6.65
5941017,8.38,19.81,20.64,58,50,24,8,4,19,36.9,83.6,74.11,33.92,8.28,42.3,6.64,6.62
5941019,8.98,20.43,17.57,73,60,20,11,5,19,33.89,84.6,53.92,34.96,8.6,43.93,6.84,6.87
5941021,9.26,20.91,18.63,71,59,19,11,5,19,34.15,85.4,53.92,35.03,8.67,44.28,6.85,6.91
5941025,5.04,12.83,12.64,57,40,12,9,3,20,29.38,57.8,66.6,34.25,7.69,39.3,6.7,6.79
5941026,7.93,18.6,15.96,71,53,19,12,4,19,28.18,76.2,50,34.7,8.34,42.64,6.79,6.87
5941027,9.1,20.8,19.11,68,53,20,9,4,19,38.97,78.7,65.4,34.65,8.56,43.75,6.78,6.84
5941039,6.53,16.06,17.93,52,45,14,8,3,12,34.82,72.2,74.78,34.09,7.95,40.62,6.67,6.64
5941041,9.18,21.52,24.29,54,48,18,8,4,11,53.45,79.2,75.11,33.48,8.35,42.67,6.55,6.54
5941801,10.26,23.36,29.92,49,47,19,8,4,17,60.15,82,74.56,33.68,8.6,43.94,6.59,6.46
5941802,8.29,19.67,20.07,59,47,22,8,5,19,42.4,90.4,73.78,33.85,8.25,42.14,6.62,6.63
5941805,10.02,23.35,25.8,56,46,18,8,4,17,64.24,82.7,74.33,32.9,8.43,42.93,6.45,6.41
5941806,9.16,21.62,22.19,59,48,25,8,5,11,51.23,87.2,74.78,33.22,8.29,42.39,6.5,6.48
5941807,9.18,21.2,23.01,57,50,26,8,4,18,44.01,75.1,74.11,34.12,8.47,43.3,6.68,6.58
5941808,6.56,15.66,17.05,55,45,16,8,2,14,38.2,54.3,74.44,35.36,8.2,41.92,6.92,6.89
5941809,9.07,20.57,17.5,74,58,20,12,5,19,32.7,84.4,49.46,35.02,8.63,44.08,6.85,6.89
5941810,10.18,23.56,25.74,57,49,17,8,5,17,56.39,89.3,74.33,33.03,8.49,43.2,6.48,6.45
5941811,9.97,23.03,23.74,60,51,24,8,4,18,66.78,77.8,74,33.32,8.47,43.29,6.52,6.47
5941812,10.27,23.71,24.06,61,48,19,9,4,17,68.15,80.4,66.5,33.07,8.48,43.34,6.47,6.43
5941813,8.6,20.44,20.47,60,50,23,9,5,19,39.46,90.5,66.3,33.47,8.23,42.06,6.55,6.58
5941821,10.04,23.5,26.25,55,52,18,8,4,12,59.5,81.5,74.89,32.69,8.39,42.73,6.41,6.29
5941828,5.33,13.26,15.54,49,38,12,7,2,14,34.04,56.9,85.62,34.86,7.87,40.19,6.82,6.85
5941829,5.92,14.41,16.58,51,39,12,7,2,14,37.75,55.7,84.75,35.16,8.04,41.07,6.88,6.87
5941831,6.6,15.75,16.55,57,47,16,8,2,14,37.95,52.5,74.33,35.33,8.21,41.94,6.91,6.88
5941833,10.07,23.06,22.84,63,52,28,8,4,19,46.67,74.8,73.33,33.62,8.55,43.69,6.58,6.58
5941837,9.24,21.49,22.36,59,50,25,8,4,14,36.62,75.8,74,33.74,8.41,42.97,6.6,6.6
5941839,7.28,17.49,20.39,51,44,15,8,4,12,44.83,80.5,74.89,34.35,8.15,41.63,6.72,6.54
5941840,7.27,18.14,18.89,55,45,19,7,3,12,37.25,69.5,84.62,32.81,7.87,40.08,6.44,6.45
5941841,10.22,23.86,26.25,56,51,19,8,4,10,60.37,81.8,75.11,32.6,8.41,42.82,6.39,6.28
5941849,10.46,23.9,28.4,53,51,18,8,4,17,64.62,83.4,74.44,33.3,8.59,43.75,6.53,6.38
5941850,10.5,24.05,27.99,54,52,18,8,4,17,63.73,83,74.44,33.16,8.57,43.66,6.5,6.37
5941851,6.9,17.38,18.26,54,42,15,7,3,12,34.34,74.1,84.62,32.81,7.8,39.72,6.45,6.44
5941852,9.67,22.15,23.02,60,54,25,8,4,19,35.29,78.6,73.56,33.98,8.54,43.65,6.65,6.67
5941855,8.91,20.95,20.86,61,49,22,8,5,19,59.78,90.3,74,33.61,8.32,42.51,6.58,6.6
5941868,9.83,22.8,22.65,62,54,23,8,4,19,65.96,76.9,73.89,33.28,8.44,43.11,6.51,6.46
5941871,6.87,17.31,17.84,55,44,16,8,3,12,34.22,72.3,74.78,32.8,7.79,39.66,6.44,6.45
5941872,9.72,22.6,22.76,61,53,23,8,3,19,66.24,64.2,73.89,33.29,8.42,43.01,6.51,6.47
5941873,9.72,22.6,22.76,61,53,23,8,3,19,66.24,64.2,73.89,33.29,8.42,43.01,6.51,6.47
5941876,6.63,15.81,16.33,58,44,16,10,2,14,41.21,53.2,60.82,35.29,8.2,41.92,6.91,6.88
5941879,7.49,17.92,20.59,52,43,17,8,4,14,47.19,81,74.56,34.32,8.18,41.81,6.72,6.52
5941880,7.14,17.88,18.54,55,45,19,8,3,12,35.69,69.5,74.78,32.79,7.84,39.93,6.44,6.43
5941882,9.79,22.6,24.1,58,50,19,9,4,17,56.24,80.4,66.8,33.52,8.47,43.3,6.56,6.57
5941883,9.3,22.03,25.23,53,52,18,8,4,12,57.32,81,74.89,32.91,8.29,42.21,6.45,6.31
5941884,5.34,13.27,15.9,48,39,12,7,2,12,34.54,58.1,85.88,34.91,7.88,40.25,6.83,6.86
5941885,9.74,22.66,22.45,62,54,23,8,3,19,66.32,64.2,73.89,33.25,8.41,42.99,6.51,6.45
5943008,1.52,4,8.34,26,16,3,7,1,8,32.47,29.9,87.62,36.42,7.42,37.94,7.13,7.06
5943012,1.44,3.81,8.25,25,15,3,7,1,6,34.19,33.2,88,36.43,7.41,37.87,7.13,7.08
5943017,1.87,5.09,7.85,34,19,2,9,1,6,24.07,36.1,69.5,34.86,7.19,36.73,6.82,6.68
5943023,1.87,5.1,7.87,34,17,2,8,1,6,23.98,35.8,77.44,34.85,7.19,36.73,6.82,6.68
5943027,1.86,4.94,6.82,39,14,3,9,1,7,27.05,30.5,68.7,35.85,7.38,37.71,7.01,6.86
5943031,1.64,4.38,7.8,30,15,2,9,1,6,37.92,32.4,69.9,35.76,7.32,37.4,7,6.92
5943033,1.75,4.73,9.25,27,17,3,7,1,6,38.55,30.9,87.75,35.21,7.23,36.95,6.89,6.81
5943037,1.53,4.04,8.09,27,15,3,7,1,8,33.93,31.1,87.5,36.37,7.42,37.9,7.12,7.05
5943804,1.91,5.19,7.78,35,17,2,9,1,6,22.92,33.7,69.5,34.86,7.2,36.77,6.82,6.68
5943806,1.91,5.2,8.03,34,15,2,8,1,6,25.57,37.5,77.44,34.84,7.19,36.75,6.82,6.68
5943807,1.61,4.23,7.91,29,15,3,7,1,6,34.07,29.7,87.75,36.33,7.42,37.94,7.11,7.03
5943808,1.53,4.03,8.72,25,15,3,5,1,6,36.97,33.9,118.33,36.38,7.42,37.91,7.12,7.03
5943813,2.23,5.97,8.85,36,20,3,8,1,6,19.22,33.6,77,35.14,7.31,37.37,6.88,6.82
5943815,1.91,5.19,7.78,35,17,2,9,1,6,22.92,33.7,69.5,34.86,7.2,36.77,6.82,6.68
5943816,1.95,5.31,7.53,37,19,2,9,1,6,25.37,36.4,69.2,34.79,7.19,36.74,6.81,6.67
5943837,1.52,4,8.34,26,16,3,7,1,8,32.66,30.1,87.62,36.4,7.42,37.92,7.12,7.05
5945006,2.47,6.65,8.6,41,23,5,10,1,12,14.82,29.4,61.91,34.65,7.26,37.12,6.78,6.73
5945010,4.85,12.58,13.6,51,35,12,9,2,12,30.09,54,67.1,33.73,7.55,38.58,6.6,6.58
5945012,4.27,11.09,12.97,47,31,9,10,2,12,28.16,57.6,61.36,34.2,7.53,38.46,6.69,6.65
5945014,4.06,10.61,12.33,47,31,9,10,2,12,26.65,58.2,61.45,34.17,7.48,38.23,6.69,6.66
5945801,1.31,3.57,5.86,32,13,2,8,0,9,10.81,0,76.67,35.5,7.2,36.82,6.95,6.78
5945802,4.06,10.62,12.61,46,32,9,10,1,12,27.14,32.7,61.45,34.2,7.49,38.26,6.69,6.65
5945803,1.84,5.06,7.52,35,21,2,10,1,6,14.47,27.5,62.82,34.57,7.13,36.41,6.77,6.67
5947007,0.61,1.76,4.14,21,5,0,5,0,5,5.53,0,118.33,33.93,6.76,34.54,6.64,6.57
5947012,0.6,1.71,4.11,21,5,0,4,0,7,7.69,0,142.2,34.65,6.9,35.26,6.78,6.72
5947016,0.74,2.09,3.92,27,7,0,6,0,9,6.48,0,100.43,34.75,6.94,35.49,6.8,6.7
5947021,0.83,2.38,4.73,25,6,0,6,0,5,6.34,0,100.57,33.96,6.81,34.79,6.65,6.51
5947023,0.86,2.38,4.41,28,9,0,6,0,11,6.14,0,99,35.52,7.12,36.38,6.95,6.79
5947026,0.66,1.91,3.5,27,5,0,3,0,13,4.64,0,176.25,33.93,6.77,34.59,6.64,6.47
5947027,0.69,2.01,3.52,28,6,0,5,0,15,5.19,0,115.33,33.58,6.71,34.27,6.57,6.42
5947030,0.68,2.03,3.62,27,6,0,5,0,15,5.1,0,116.33,33.08,6.61,33.76,6.47,6.34
5947032,0.7,2.02,3.68,27,5,0,3,0,13,5.19,0,176.5,33.78,6.75,34.48,6.61,6.43
5947803,0.87,2.4,4.45,28,8,0,6,0,11,6.36,0,99,35.51,7.12,36.38,6.95,6.79
5947804,0.68,1.95,3.86,25,6,0,3,0,11,5.68,0,176.75,34.01,6.79,34.68,6.66,6.48
5947806,0.89,2.54,5.5,23,6,1,5,0,5,8.84,0,118.17,34.02,6.83,34.91,6.66,6.5
5947807,0.76,2.09,4.19,26,7,0,7,0,7,7.43,0,86.88,35.64,7.12,36.41,6.98,6.82
5947809,0.85,2.37,4.21,29,7,0,7,0,9,5.68,0,86.25,35.19,7.05,36.04,6.89,6.77
5947810,0.72,2.01,3.81,27,5,0,7,0,8,5.8,0,87.12,35.21,7.03,35.94,6.89,6.78
5949005,1.07,3,6.94,22,11,1,7,0,5,11.17,0,88.5,34.54,6.97,35.61,6.76,6.77
5949011,0.71,2,5.93,17,8,0,3,0,8,9.22,0,178.5,34.57,6.9,35.27,6.76,6.77
5949013,0.77,2.17,6.09,18,9,0,3,0,8,7.28,0,178.5,34.64,6.93,35.41,6.78,6.8
5949018,0.86,2.42,6.12,20,8,1,3,0,9,8.25,0,178.25,34.62,6.94,35.47,6.77,6.8
5949020,1.64,4.52,7.81,30,14,3,8,0,6,14.55,0,77.89,34.66,7.1,36.3,6.78,6.81
5949022,1.7,4.61,8.99,27,18,1,3,0,12,12.14,0,177,35.15,7.21,36.85,6.88,6.88
5949024,1.76,4.85,8.97,28,17,2,4,0,12,12.02,0,141.4,34.5,7.1,36.26,6.75,6.8
5949028,1.51,4.16,8.32,26,16,1,3,0,11,11.22,0,177.25,34.88,7.12,36.39,6.83,6.92
5949032,0.75,2.05,3.85,28,5,0,6,0,10,5.76,0,99.86,35.96,7.19,36.72,7.04,7.05
5949035,0.62,1.74,5.2,17,6,0,4,0,9,6.04,0,141.6,34.89,6.95,35.5,6.83,6.83
5949038,1.68,4.63,8.55,28,16,3,5,0,11,16.39,0,116.33,34.48,7.08,36.16,6.75,6.84
5949039,0.83,2.28,5.37,22,10,0,3,0,11,7.72,0,177,35.39,7.09,36.22,6.93,6.94
5949041,1.4,3.79,8.32,24,16,3,4,0,8,14.3,0,141.2,35.45,7.21,36.84,6.94,7.04
5949802,1.58,4.26,5.37,42,15,1,11,0,13,8.36,0,56.17,35.5,7.26,37.08,6.95,6.82
5949803,0.99,2.79,6.4,22,10,1,7,0,7,10.29,0,88.38,34.42,6.94,35.41,6.75,6.79
5949804,0.71,2.03,6,17,8,0,3,0,8,8.44,0,178.5,34.44,6.89,35.15,6.75,6.77
5949807,0.85,2.39,6.36,19,9,1,3,0,9,10.51,0,178.25,34.56,6.93,35.41,6.76,6.8
5949810,1.57,4.34,8.64,26,16,1,6,0,7,13.31,0,101.14,34.64,7.09,36.21,6.78,6.83
5949811,1.67,4.6,9.2,26,18,1,4,0,12,13.28,0,141.4,34.69,7.12,36.37,6.79,6.84
5949812,1.67,4.53,9.18,26,18,1,3,0,11,12.77,0,177.25,35.17,7.21,36.84,6.88,6.88
5949813,1.67,4.52,9.15,26,17,2,3,1,11,13.03,27.4,177.25,35.16,7.21,36.82,6.88,6.88
5949814,1.53,4.22,7.52,29,15,2,5,0,11,11.17,0,117.33,34.62,7.07,36.15,6.78,6.86
5949815,1.28,3.54,6.75,27,11,1,4,0,11,10.11,0,141.4,34.76,7.05,36.03,6.8,6.83
5949816,1.43,3.96,7.85,26,16,1,3,0,11,11.96,0,178,34.63,7.06,36.06,6.78,6.79
5949817,1.58,4.35,8.68,26,17,1,6,0,7,13.69,0,101.14,34.7,7.1,36.28,6.79,6.84
5949818,1.58,4.29,9.39,24,16,1,3,0,11,12.95,0,177.25,35.21,7.2,36.78,6.89,6.89
5949819,1.58,4.35,8.66,26,16,1,6,0,7,13.56,0,101.14,34.68,7.1,36.26,6.79,6.84
5949820,1.58,4.35,8.68,26,17,1,6,0,7,13.69,0,101.14,34.7,7.1,36.28,6.79,6.84
5949832,1.61,4.41,7.93,29,16,3,5,0,11,15.79,0,116,34.86,7.14,36.47,6.82,6.92
5949843,1.42,3.79,7.82,26,16,3,6,0,9,13.76,0,99.14,36.1,7.34,37.53,7.07,7
5949844,0.96,2.76,5.46,25,10,0,4,0,11,7.81,0,141.4,33.75,6.79,34.7,6.6,6.6
5949845,1.69,4.68,8.31,29,17,3,5,0,11,16.38,0,116.67,34.31,7.05,36,6.72,6.8
5949847,1.47,3.91,8.4,25,21,4,5,0,9,14.54,0,116.17,36.12,7.36,37.59,7.07,7.02
5951007,8.53,19.18,20.04,61,47,15,14,3,20,69.99,74.6,44.07,35.96,8.73,44.5,7.05,7.02
5951009,6.88,16.27,18.55,53,42,14,11,3,14,57.41,71.8,55.92,35.42,8.28,42.3,6.93,6.91
5951013,7.4,16.89,18.56,57,46,14,11,3,20,51.75,73.7,55.67,36.44,8.58,43.85,7.13,7.11
5951015,7.2,16.48,19.78,52,45,13,10,3,20,54.43,76,61,36.49,8.55,43.69,7.14,7.11
5951017,7.51,17.34,19.86,54,45,14,12,3,14,61.58,72,51.31,35.77,8.47,43.27,7,7
5951019,8.44,18.97,20.11,60,49,16,12,3,19,67.21,73.5,51,36.07,8.71,44.52,7.06,7.05
5951022,5.19,12.93,20.58,36,33,12,8,3,12,45.31,73.4,77.11,34.93,7.86,40.12,6.84,6.82
5951028,4.9,12.22,17.95,39,32,11,9,2,7,42.52,55.7,69.3,35.21,7.85,40.11,6.89,6.83
5951031,4.98,12.38,17.79,40,32,12,8,2,12,42.65,66.3,76.67,35.26,7.87,40.24,6.9,6.85
5951032,3.43,8.69,12.56,39,28,9,9,1,7,22.79,32.6,69.3,36.01,7.72,39.44,7.05,6.99
5951034,3.54,9.22,12.96,39,36,7,8,1,14,21.23,42,77.11,34.86,7.52,38.4,6.83,6.85
5951038,2.84,7.56,11.25,36,31,6,8,1,14,15.74,36.8,77.11,34.69,7.34,37.53,6.79,6.83
5951043,1.81,4.91,9.25,28,19,3,6,0,7,13.83,0,101.29,35.11,7.23,36.93,6.87,6.8
5951051,2.02,5.47,10.32,28,23,4,6,0,14,14.94,0,100.43,34.99,7.24,37.01,6.85,6.86
5951053,3.53,9.1,12.95,39,33,8,9,1,14,21.11,41.8,69.1,35.31,7.6,38.84,6.91,6.94
5951801,5.91,13.98,17.6,48,38,14,9,2,14,43.54,68.9,67.9,36.38,8.28,42.29,7.12,7.01
5951802,8.35,18.89,20.27,59,46,13,15,3,10,67.69,63.1,41.31,35.84,8.67,44.19,7.03,7.01
5951803,7.51,17.08,18.82,57,46,14,11,3,20,55.53,74.4,55.67,36.46,8.6,43.96,7.13,7.11
5951805,7.09,16.28,19.46,52,45,14,9,3,20,50.66,76.5,67.6,36.44,8.52,43.53,7.13,7.11
5951806,7.52,17.48,19.18,56,43,14,11,3,14,64.22,71.9,55.92,35.49,8.42,43.01,6.94,6.92
5951807,6.7,15.94,17.74,54,43,14,11,3,14,55.5,71.3,55.75,35.35,8.23,42.06,6.92,6.91
5951809,8.36,18.85,19.95,60,45,14,13,3,19,67.87,74,46.79,35.98,8.69,44.33,7.05,7.04
5951810,5.85,13.8,19.45,43,38,15,9,2,14,42.97,69,68.3,36.57,8.3,42.42,7.16,6.99
5951813,8.48,19.08,20.6,59,46,14,15,3,10,67.09,61.9,41.12,35.97,8.72,44.46,7.05,7.04
5951814,5.7,13.92,14.28,57,41,12,13,2,19,34.15,70.8,47.5,35.24,8.01,40.93,6.9,6.83
5951815,5.19,12.93,20.59,36,33,12,8,3,12,45.32,73.4,77.11,34.93,7.86,40.12,6.84,6.82
5951818,4.97,12.43,21.53,33,31,11,9,3,7,44.52,64.7,69.9,35.04,7.84,40.01,6.87,6.88
5951819,4.99,12.46,20.95,34,31,11,9,3,7,44.96,65.5,69.5,35.03,7.84,40.02,6.86,6.88
5951820,4.93,12.32,16.79,42,32,12,9,2,7,42.66,54.9,69.4,35.13,7.85,40.06,6.88,6.89
5951821,4.61,11.56,16.89,39,34,11,8,1,14,31.09,47.2,76.56,35.27,7.81,39.88,6.91,6.94
5951822,5.27,13.05,17.5,43,35,11,10,2,7,47.06,55.8,62.91,35.1,7.91,40.36,6.88,6.81
5951823,5.23,13.01,20.2,37,32,11,8,3,12,47.96,74.4,76.89,35,7.88,40.24,6.86,6.87
5951824,5.13,12.77,20.92,35,31,10,8,3,11,45.65,74.3,77.22,35.02,7.87,40.15,6.86,6.88
5951826,5.13,12.77,20.92,35,31,10,8,3,11,45.65,74.3,77.22,35.02,7.87,40.15,6.86,6.88
5951827,5.19,12.93,20.59,36,33,12,8,3,12,45.32,73.4,77.11,34.93,7.86,40.12,6.84,6.82
5951828,2.84,7.52,11.29,36,22,7,10,1,7,22.53,28,63.18,35,7.41,37.84,6.85,6.79
5951829,3.39,8.59,12.75,38,27,7,9,1,7,22.95,33.2,69,36.09,7.73,39.48,7.06,7
5951833,4.51,11.38,14.31,45,39,11,8,2,14,26.22,62.2,76.11,35.1,7.76,39.61,6.88,6.8
5951840,7.47,17,19.39,55,47,13,12,3,14,55.47,71.8,51.69,36.47,8.6,43.93,7.14,7.11
5951844,5.19,12.93,20.59,36,33,12,8,3,12,45.32,73.4,77.11,34.93,7.86,40.12,6.84,6.82
5951848,4.14,10.57,12.58,47,33,7,7,2,19,21.43,67.2,85.38,35,7.66,39.14,6.85,6.81
5953007,4.74,11.27,11.29,60,47,12,9,2,21,20.43,43.7,66.2,37.34,8.23,42.08,7.31,7.19
5953012,3.75,10.17,9.91,54,36,5,8,1,20,16.79,22,74.22,33.08,7.38,36.83,6.64,6.56
5953019,4.1,10.24,10.46,56,39,7,8,1,21,16.27,28.3,73.89,35.95,7.84,40.05,7.04,7.04
5953023,7.78,17.95,16.34,68,58,18,9,3,21,34.94,65.1,65.9,35.57,8.48,43.35,6.96,7.05
5953033,5.71,14.02,13.59,60,43,15,11,2,22,23,62,54.83,35,7.97,40.71,6.85,6.79
5953038,8.61,19.33,17.08,72,58,18,10,3,21,47.89,64.8,60,35.92,8.71,44.53,7.03,7.07
5953042,8.52,19.22,18.73,65,60,21,9,3,20,49.49,64.4,66.5,35.83,8.68,44.35,7.01,7.03
5953044,7.37,17.26,15.71,67,55,16,10,3,21,33.94,63.5,59.55,35.31,8.35,42.68,6.91,6.99
5953046,8.19,19.17,16.71,70,54,18,10,5,20,31.66,85.9,59.55,34.53,8.36,42.72,6.76,6.84
5953048,6.05,14.65,13.09,66,47,14,11,3,21,28.42,63.6,54.75,35.25,8.08,41.3,6.9,7.02
5953050,6.01,14.57,12.82,67,52,12,13,2,22,21.39,61.6,46.5,35.27,8.08,41.28,6.9,6.92
5953801,7.1,16.72,14.48,70,55,16,12,3,21,37.68,65.6,50.23,35.36,8.31,42.46,6.92,7.03
5953802,5.57,13.79,12.06,66,54,14,12,2,22,19.78,60.1,50.08,34.84,7.91,40.41,6.82,6.75
5955003,5.52,14.06,11.11,71,45,12,9,1,22,19.03,48.3,65.6,33.76,7.69,39.28,6.61,6.59
5955005,7.69,18.7,13.73,80,65,14,12,1,22,29.58,53.8,49.15,33.43,8.05,41.12,6.54,6.47
5955010,7.58,18.24,15.7,69,51,18,9,3,24,32.46,73.6,65.7,34,8.14,41.59,6.65,6.65
5955014,6.83,16.41,13.93,70,62,15,11,1,22,27.38,53.3,53.5,34.76,8.14,41.58,6.8,6.68
5955021,7.22,17.36,13.93,74,58,16,11,1,22,28.62,52.7,53.42,34.36,8.14,41.57,6.72,6.64
5955023,7.02,16.91,15.43,65,50,18,10,1,22,31.15,55.9,59.73,34.5,8.12,41.52,6.75,6.74
5955025,7,16.86,15.39,65,53,16,12,2,12,33.97,54.9,50.46,34.55,8.13,41.55,6.76,6.73
5955030,6.91,16.49,14.11,70,54,14,12,1,22,31.05,56.6,49.31,35.02,8.2,41.93,6.85,6.8
5955034,7.78,18.19,15.43,72,62,20,14,2,22,32.32,61.2,42.07,34.97,8.36,42.74,6.84,6.8
5955040,7.48,17.65,14.65,73,58,18,13,2,22,29.41,64.3,45.14,34.91,8.3,42.39,6.83,6.8
5955042,7.36,17.29,14.8,71,58,18,13,1,22,30.23,54.6,45.21,35.2,8.33,42.56,6.89,6.84
5955801,6.95,16.76,15.04,66,49,18,12,2,12,34.63,56,50.69,34.53,8.12,41.48,6.76,6.73
5955802,6.89,16.6,16.13,61,48,17,12,2,12,35.42,58.2,50.92,34.59,8.12,41.48,6.77,6.76
5955803,7.71,17.92,16.19,68,56,19,12,2,22,32.88,66.6,48.69,35.31,8.42,43.02,6.91,6.91
5955804,8.07,18.87,15.42,75,61,20,13,2,22,33.03,64.1,45.43,34.7,8.39,42.77,6.8,6.72
5955807,2.48,6.6,9.08,39,27,3,8,1,22,11.64,52.6,75.78,35.07,7.7,37.55,7.22,6.73
5955808,8.05,18.77,15.76,73,58,18,12,3,22,29.33,66.6,49.85,34.86,8.4,42.91,6.82,6.74
5955812,4.36,10.73,13.53,46,41,12,6,1,19,19.56,50.3,98.43,36.25,7.95,40.6,7.09,7.05
5957022,1.18,3.13,7.67,22,11,2,6,0,9,13.73,0,99.71,36.54,7.38,37.72,7.15,7.23
5957802,1.09,2.89,7.4,21,9,2,5,0,9,12.69,0,117,36.49,7.35,37.57,7.14,7.24
5957803,1.15,3.07,7.48,22,10,2,6,0,9,12.63,0,99.57,36.43,7.35,37.58,7.13,7.21
5957813,3.85,9.55,13.76,40,35,7,9,2,12,22.79,53.7,68.9,36.47,7.89,40.32,7.14,6.99
5957814,3.85,9.55,13.76,40,36,7,9,2,12,22.6,53.6,68.9,36.48,7.89,40.33,7.14,6.99
5959007,6.93,16.31,13.95,71,54,15,11,1,24,26.76,59.5,53.5,35.56,8.31,42.49,6.96,6.85
5959805,8.97,20.34,18.3,70,54,21,12,2,22,35.58,71.6,49.31,35.14,8.63,44.11,6.88,6.76
5959806,7.07,16.64,14.65,69,54,15,10,1,24,27.58,60,59,35.44,8.32,42.51,6.93,6.8
5959810,6.9,16.71,13.68,72,52,15,11,1,22,27.09,57.7,53.5,34.37,8.08,41.27,6.73,6.6
